sel1	gols1	gols2	sel2	data	peso
Bhutan	0	3	Afghanistan	735958	1
Martinique	2	0	Guadeloupe	735958	1
India	4	1	Nepal	735959	1
Bhutan	0	3	Bangladesh	735960	1
Afghanistan	4	1	Maldives	735960	1
Afghanistan	5	0	Sri Lanka	735963	1
India	3	2	Maldives	735963	1
India	1	1	Afghanistan	735966	1
Rwanda	1	1	Cameroon	735969	1
Sweden	1	1	Estonia	735969	1
Angola	1	1	Nigeria	735969	1
Bangladesh	4	2	Sri Lanka	735971	1
Trinidad and Tobago	0	1	Haiti	735971	1
Panama	4	0	Cuba	735972	1
Finland	0	3	Sweden	735973	1
Rwanda	1	0	DR Congo	735973	1
Maldives	3	2	Cambodia	735974	1
Finland	0	1	Iceland	735976	1
Nepal	1	0	Sri Lanka	735976	1
Bangladesh	0	0	Nepal	735978	1
United Arab Emirates	2	1	Iceland	735979	1
Rwanda	1	0	Cote dIvoire	735979	1
Gabon	0	0	Morocco	735979	1
DR Congo	3	0	Ethiopia	735980	1
Angola	0	1	Cameroon	735980	1
Tunisia	2	2	Guinea	735981	1
Nigeria	4	1	Niger	735981	1
Zimbabwe	0	1	Zambia	735982	1
Mali	2	2	Uganda	735982	1
Maldives	1	4	Nepal	735982	1
Rwanda	2	1	Gabon	735983	1
Morocco	0	1	Cote dIvoire	735983	1
DR Congo	4	2	Angola	735984	1
Cameroon	0	0	Ethiopia	735984	1
Tunisia	1	1	Nigeria	735985	1
Niger	2	2	Guinea	735985	1
Uganda	0	1	Zambia	735986	1
Zimbabwe	0	1	Mali	735986	1
Cote dIvoire	4	1	Gabon	735987	1
Morocco	4	1	Rwanda	735987	1
Cameroon	3	1	DR Congo	735988	1
Ethiopia	1	2	Angola	735988	1
Guinea	1	0	Nigeria	735989	1
Niger	0	5	Tunisia	735989	1
Egypt	0	1	Jordan	735990	1
Uganda	1	1	Zimbabwe	735990	1
Zambia	0	0	Mali	735990	1
Nicaragua	1	3	Honduras	735991	1
Egypt	2	0	Libya	735992	1
Rwanda	1	1	DR Congo	735993	1
Cameroon	0	0	Cote dIvoire	735993	1
Zambia	1	1	Guinea	735994	1
Tunisia	1	2	Mali	735994	1
USA	3	2	Iceland	735994	1
Venezuela	1	0	Costa Rica	735997	1
DR Congo	1	1	Guinea	735997	1
Mali	1	0	Cote dIvoire	735998	1
Bahrain	2	0	Lebanon	735999	1
Senegal	2	0	Mauritania	735999	1
USA	1	0	Canada	736000	1
Guadeloupe	1	1	Martinique	736000	1
Guinea	1	2	Cote dIvoire	736001	1
DR Congo	3	0	Mali	736001	1
Mexico	2	0	Senegal	736005	1
Guatemala	3	1	Honduras	736005	1
Uzbekistan	2	0	Lebanon	736008	1
Panama	1	0	El Salvador	736012	1
Guyana	2	0	Suriname	736015	1
St. Kitts and Nevis	3	0	Bermuda	736016	1
French Guiana	2	3	Suriname	736019	1
Egypt	2	0	Burkina Faso	736021	1
Guatemala	1	0	El Salvador	736026	1
Nicaragua	1	1	El Salvador	736033	1
Sint Maarten	2	0	Anguilla	736036	1
St. Vincent and the Grenadines	0	4	Martinique	736036	1
Nicaragua	1	0	Panama	736039	1
United Arab Emirates	6	1	Bangladesh	736041	1
Iraq	0	1	Syria	736041	1
Taiwan	3	2	Guam	736042	1
Grenada	2	2	Trinidad and Tobago	736043	1
Cuba	2	1	Bermuda	736045	1
Sierra Leone	1	1	Malawi	736045	1
Guinea-Bissau	1	0	Kenya	736046	2.5
Antigua and Barbuda	2	1	Aruba	736046	1
São Tome e Ptincipe	2	1	Libya	736046	2.5
Gibraltar	0	0	Liechtenstein	736046	1
Guadeloupe	1	1	Suriname	736046	1
Barbados	1	0	Curacao	736046	1
Chad	0	1	Tanzania	736046	2.5
Zambia	1	1	Congo	736046	2.5
Grenada	5	0	Sint Maarten	736046	1
Guyana	7	0	Anguilla	736046	1
Poland	1	0	Serbia	736046	1
Romania	1	0	Lithania	736046	1
Martinique	3	0	British Virgin Islands	736046	1
Slovenia	1	0	FYR of Macedonia	736046	1
Croatia	2	0	Israel	736046	1
South Sudan	1	2	Benin	736046	2.5
Iraq	2	2	Thailand	736047	2.5
Saudi Arabia	2	0	Malaysia	736047	2.5
Ecuador	2	2	Paraguay	736047	2.5
Bolivia	2	3	Colombia	736047	2.5
United Arab Emirates	2	0	Palestine	736047	2.5
Uzbekistan	1	0	Philippines	736047	2.5
Vietnam	4	1	Taiwan	736047	2.5
Peru	2	2	Venezuela	736047	2.5
Australia	7	0	Tajikistan	736047	2.5
Ghana	3	1	Mozambique	736047	2.5
Comoros	1	0	Botswana	736047	2.5
Madagascar	1	1	Central African Republic	736047	2.5
Djibouti	0	1	Liberia	736047	2.5
Chile	1	2	Argentina	736047	2.5
Syria	6	0	Cambodia	736047	2.5
South Korea	1	0	Lebanon	736047	2.5
Japan	5	0	Afghanistan	736047	2.5
Oman	1	0	Guam	736047	2.5
Czech Republic	0	1	Scotland	736047	1
Italy	1	1	Spain	736047	1
Wales	1	1	Northern Ireland	736047	1
Turkey	2	1	Sweden	736047	1
Estonia	0	0	Norway	736047	1
Denmark	2	1	Iceland	736047	1
Ukraine	1	0	Cyprus	736047	1
Malta	0	0	Moldova	736047	1
Solomon Islands	2	0	Papua New Guinea	736047	1
Bahrain	3	0	Yemen	736047	2.5
Jordan	8	0	Bangladesh	736047	2.5
China	4	0	Maldives	736047	2.5
Iran	4	0	India	736047	2.5
Qatar	2	0	Hong Kong	736047	2.5
Singapore	2	1	Myanmar	736047	1
Greece	2	1	Montenegro	736047	1
Haiti	0	0	Panama	736048	2.5
Tunisia	1	0	Togo	736048	2.5
Algeria	7	1	Ethiopia	736048	2.5
Gabon	2	1	Sierra Leone	736048	2.5
Guinea	0	0	Malawi	736048	2.5
Swaziland	1	1	Zimbabwe	736048	2.5
Nigeria	1	1	Egypt	736048	2.5
Mauritania	2	1	Gambia	736048	2.5
Guatemala	2	0	USA	736048	2.5
Mali	1	0	Equatorial Guinea	736048	2.5
Jamaica	1	1	Costa Rica	736048	2.5
Cote dIvoire	1	0	Sudan	736048	2.5
Slovakia	0	0	Latvia	736048	1
Luxembourg	0	3	Bosnia and Herzegovina	736048	1
Armenia	0	0	Belarus	736048	1
St. Vincent and the Grenadines	2	3	Trinidad and Tobago	736048	2.5
Brazil	2	2	Uruguay	736048	2.5
Vanuatu	1	0	New Caledonia	736048	1
Canada	0	3	Mexico	736048	2.5
Portugal	0	1	Bulgaria	736048	1
Ireland	1	0	Suisse	736048	1
Netherlands	2	3	France	736048	1
El Salvador	2	2	Honduras	736048	2.5
DR Congo	2	1	Angola	736049	2.5
Burkina Faso	1	0	Uganda	736049	2.5
Senegal	2	0	Niger	736049	2.5
Seychelles	2	0	Lesotho	736049	2.5
Vanuatu	2	1	New Caledonia	736049	1
Cameroon	2	2	South Africa	736049	2.5
Mauritius	1	0	Rwanda	736049	2.5
Burundi	1	3	Namibia	736049	2.5
Cape Verde	0	1	Morocco	736049	2.5
Sint Maarten	1	2	US Virgin Islands	736049	1
British Virgin Islands	0	7	Dominica	736049	1
Curacao	2	1	Dominican Republic	736049	1
Hungary	1	1	Croatia	736049	1
Russia	3	0	Lithania	736049	1
Poland	5	0	Finland	736049	1
Austria	2	1	Albania	736049	1
Anguilla	0	4	Puerto Rico	736049	1
Germany	2	3	England	736049	1
Kazakhstan	1	0	Azerbaijan	736049	1
Aruba	0	2	St. Kitts and Nevis	736049	1
Bermuda	2	1	French Guiana	736049	1
Romania	0	0	Spain	736050	1
Mozambique	0	0	Ghana	736050	2.5
Kenya	0	1	Guinea-Bissau	736050	2.5
Zimbabwe	4	0	Swaziland	736050	2.5
Botswana	2	1	Comoros	736050	2.5
Benin	4	1	South Sudan	736050	2.5
Solomon Islands	1	2	Papua New Guinea	736050	1
Thailand	0	1	South Korea	736050	1
Congo	1	1	Zambia	736050	2.5
Sierra Leone	1	0	Gabon	736051	2.5
Equatorial Guinea	0	1	Mali	736051	2.5
Libya	4	0	São Tome e Ptincipe	736051	2.5
Central African Republic	2	1	Madagascar	736051	2.5
Northern Ireland	1	0	Slovenia	736051	1
Liechtenstein	2	3	Faroe Islands	736051	1
Andorra	0	1	Moldova	736051	1
Ukraine	1	0	Wales	736051	1
Australia	5	1	Jordan	736052	2.5
Maldives	4	2	Bhutan	736052	2.5
Palestine	7	0	Timor-Leste	736052	2.5
China	2	0	Qatar	736052	2.5
Iran	2	0	Oman	736052	2.5
India	1	2	Turkmenistan	736052	2.5
Paraguay	2	2	Brazil	736052	2.5
USA	4	0	Guatemala	736052	2.5
Panama	1	0	Haiti	736052	2.5
Costa Rica	3	0	Jamaica	736052	2.5
Honduras	2	0	El Salvador	736052	2.5
Lebanon	1	1	Myanmar	736052	2.5
South Korea	3	0	Kuwait	736052	2.5
Afghanistan	2	1	Singapore	736052	2.5
Mexico	2	0	Canada	736052	2.5
Japan	5	0	Syria	736052	2.5
Namibia	1	3	Burundi	736052	2.5
Egypt	1	0	Nigeria	736052	2.5
Liberia	5	0	Djibouti	736052	2.5
Uganda	0	0	Burkina Faso	736052	2.5
Lesotho	2	1	Seychelles	736052	2.5
Togo	0	0	Tunisia	736052	2.5
Angola	0	2	DR Congo	736052	2.5
Rwanda	5	0	Mauritius	736052	2.5
South Africa	0	0	Cameroon	736052	2.5
Gambia	0	0	Mauritania	736052	2.5
Malawi	1	2	Guinea	736052	2.5
Niger	1	2	Senegal	736052	2.5
Ethiopia	3	3	Algeria	736052	2.5
Sudan	1	1	Cote dIvoire	736052	2.5
Tajikistan	0	1	Kyrgyzstan	736052	2.5
Trinidad and Tobago	6	0	St. Vincent and the Grenadines	736052	2.5
Georgia	1	1	Kazakhstan	736052	1
Uruguay	1	0	Peru	736052	2.5
Venezuela	1	4	Chile	736052	2.5
Scotland	1	0	Denmark	736052	1
France	4	2	Russia	736052	1
England	1	2	Netherlands	736052	1
Portugal	2	1	Belgium	736052	1
Ireland	2	2	Slovakia	736052	1
Germany	4	1	Italy	736052	1
Sweden	1	1	Czech Republic	736052	1
Suisse	0	2	Bosnia and Herzegovina	736052	1
Norway	2	0	Finland	736052	1
Greece	2	3	Iceland	736052	1
FYR of Macedonia	0	2	Bulgaria	736052	1
Estonia	0	1	Serbia	736052	1
Uzbekistan	1	0	Bahrain	736052	2.5
Morocco	2	0	Cape Verde	736052	2.5
Austria	1	2	Turkey	736052	1
Philippines	3	2	North Korea	736052	2.5
Gibraltar	0	5	Latvia	736052	1
Malaysia	0	0	Macau	736052	1
Dominican Republic	2	0	Barbados	736052	1
Dominica	1	4	Martinique	736052	1
St. Kitts and Nevis	1	0	Antigua and Barbuda	736052	1
US Virgin Islands	1	2	Grenada	736052	1
French Guiana	3	0	Cuba	736052	1
Suriname	3	2	Guadeloupe	736052	1
Luxembourg	0	2	Albania	736052	1
Colombia	3	1	Ecuador	736052	2.5
Iraq	1	0	Vietnam	736052	2.5
United Arab Emirates	1	1	Saudi Arabia	736052	2.5
Argentina	2	0	Bolivia	736052	2.5
Montenegro	0	0	Belarus	736052	1
Puerto Rico	0	1	Guyana	736053	1
Martinique	0	2	Panama	736081	1
Hungary	0	0	Cote dIvoire	736104	1
Botswana	2	1	Lesotho	736105	1
Puerto Rico	1	3	USA	736106	1
England	2	1	Turkey	736106	1
Peru	4	0	Trinidad and Tobago	736108	1
Panama	0	0	Venezuela	736109	1
Serbia	2	1	Cyprus	736109	1
DR Congo	1	1	Romania	736109	1
USA	1	0	Ecuador	736110	1
Azerbaijan	0	0	Andorra	736110	1
Slovakia	3	1	Georgia	736111	1
England	2	1	Australia	736111	1
Morocco	2	0	Congo	736111	1
Northern Ireland	3	0	Belarus	736111	1
Czech Republic	6	0	Malta	736111	1
Croatia	1	0	Moldova	736111	1
Nigeria	1	0	Mali	736111	1
Ireland	1	1	Netherlands	736111	1
Togo	1	0	Zambia	736111	1
Guatemala	1	7	Armenia	736112	1
Myanmar	0	0	Malaysia	736112	1
New Zealand	3	1	Fiji	736112	2.5
Gabon	0	2	Mauritania	736112	1
Rwanda	0	2	Senegal	736112	1
Vanuatu	0	1	Solomon Islands	736112	2.5
Costa Rica	2	1	Venezuela	736112	1
Argentina	1	0	Honduras	736112	1
Uruguay	3	1	Trinidad and Tobago	736112	1
Chile	1	2	Jamaica	736112	1
Mexico	1	0	Paraguay	736112	1
Suisse	1	2	Belgium	736112	1
Tahiti	4	0	Samoa	736113	2.5
FYR of Macedonia	3	1	Azerbaijan	736113	1
Albania	3	1	Qatar	736113	1
Laos	1	1	Nepal	736113	1
Lithania	2	0	Estonia	736113	1
Cambodia	2	0	Timor-Leste	736113	1
Kenya	1	1	Tanzania	736113	1
Papua New Guinea	1	1	New Caledonia	736113	2.5
Portugal	3	0	Norway	736113	1
Romania	3	4	Ukraine	736113	1
Spain	3	1	Bosnia and Herzegovina	736113	1
Germany	1	3	Slovakia	736113	1
Peru	3	1	El Salvador	736113	1
USA	4	0	Bolivia	736113	1
Turkey	1	0	Montenegro	736113	1
Italy	1	0	Scotland	736113	1
Colombia	3	1	Haiti	736114	1
Panama	0	2	Brazil	736114	1
Sweden	0	0	Slovenia	736114	1
France	3	2	Cameroon	736114	1
Vanuatu	0	5	New Zealand	736115	2.5
Solomon Islands	0	1	Fiji	736115	2.5
Zimbabwe	2	0	Uganda	736115	1
Vietnam	2	0	Syria	736115	1
Serbia	3	1	Israel	736115	1
Ireland	1	2	Belarus	736115	1
Austria	2	1	Malta	736115	1
Luxembourg	1	3	Nigeria	736115	1
Kenya	1	1	Sudan	736115	1
Guyana	2	5	Curacao	736116	1
New Caledonia	7	0	Samoa	736116	2.5
Papua New Guinea	2	2	Tahiti	736116	2.5
St. Kitts and Nevis	1	0	Suriname	736116	1
Martinique	2	0	Guadeloupe	736116	1
Grenada	1	1	Puerto Rico	736116	1
Latvia	2	1	Lithania	736116	1
El Salvador	0	4	Armenia	736116	1
Belgium	1	1	Finland	736116	1
Norway	3	2	Iceland	736116	1
Czech Republic	2	1	Russia	736116	1
Spain	6	1	South Korea	736116	1
Estonia	2	0	Andorra	736116	1
Poland	1	2	Netherlands	736116	1
Laos	0	1	India	736117	2.5
Seychelles	0	2	Algeria	736117	2.5
Malaysia	3	0	Timor-Leste	736117	2.5
Maldives	0	2	Yemen	736117	2.5
Tajikistan	5	0	Bangladesh	736117	2.5
England	1	0	Portugal	736117	1
FYR of Macedonia	1	3	Iran	736117	1
Taiwan	2	2	Cambodia	736117	2.5
Guatemala	1	1	Venezuela	736117	1
Mexico	1	0	Chile	736117	1
Djibouti	0	3	Tunisia	736118	2.5
São Tome e Ptincipe	1	2	Cape Verde	736118	2.5
Libya	1	1	Morocco	736118	2.5
Namibia	1	0	Niger	736118	2.5
Kosovo	2	0	Faroe Islands	736118	1
Sierra Leone	1	0	Sudan	736118	2.5
Burundi	0	2	Senegal	736118	2.5
Mauritania	0	1	Cameroon	736118	2.5
China	4	2	Trinidad and Tobago	736118	1
Guinea-Bissau	3	2	Zambia	736118	2.5
Myanmar	0	1	Singapore	736118	1
Albania	1	3	Ukraine	736118	1
Suisse	2	1	Moldova	736118	1
Canada	1	1	Azerbaijan	736118	1
Japan	7	2	Bulgaria	736118	1
United Arab Emirates	1	3	Jordan	736118	1
Thailand	1	1	Syria	736118	1
Vietnam	1	1	Hong Kong	736118	1
Denmark	1	1	Bosnia and Herzegovina	736118	1
Romania	5	1	Georgia	736118	1
Costa Rica	0	0	Paraguay	736119	3
Gambia	0	4	South Africa	736119	2.5
USA	0	2	Colombia	736119	3
Botswana	1	2	Uganda	736119	2.5
Rwanda	2	3	Mozambique	736119	2.5
Fiji	2	3	Vanuatu	736119	2.5
Tanzania	0	2	Egypt	736119	2.5
South Sudan	0	3	Mali	736119	2.5
New Zealand	1	0	Solomon Islands	736119	2.5
France	3	0	Scotland	736119	1
US Virgin Islands	0	7	Guyana	736119	1
Estonia	0	0	Latvia	736119	1
Austria	0	2	Netherlands	736119	1
Germany	2	0	Hungary	736119	1
Slovakia	0	0	Northern Ireland	736119	1
Australia	1	0	Greece	736119	1
Suriname	2	1	St. Vincent and the Grenadines	736119	1
Croatia	10	0	San Marino	736119	1
Cote dIvoire	2	1	Gabon	736119	2.5
Central African Republic	3	1	Angola	736120	2.5
Jamaica	0	1	Venezuela	736120	3
Comoros	0	1	Burkina Faso	736120	2.5
Liberia	2	2	Togo	736120	2.5
Zimbabwe	3	0	Malawi	736120	2.5
Brazil	0	0	Ecuador	736120	3
Mauritius	0	2	Ghana	736120	2.5
Swaziland	1	0	Guinea	736120	2.5
Kenya	2	1	Congo	736120	2.5
Madagascar	1	6	DR Congo	736120	2.5
Lesotho	1	2	Ethiopia	736120	2.5
Haiti	0	1	Peru	736120	3
Czech Republic	1	2	South Korea	736120	1
Belgium	3	2	Norway	736120	1
Puerto Rico	1	1	Antigua and Barbuda	736120	1
United Arab Emirates	0	1	Syria	736120	1
Guadeloupe	2	1	Dominica	736120	1
Bermuda	0	1	Dominican Republic	736120	1
Slovenia	0	1	Turkey	736120	1
Tahiti	1	1	New Caledonia	736120	2.5
Sweden	3	0	Wales	736120	1
Samoa	0	8	Papua New Guinea	736120	2.5
Thailand	2	0	Jordan	736120	1
Serbia	1	1	Russia	736120	1
Vietnam	0	0	Singapore	736121	1
Timor-Leste	0	3	Malaysia	736121	2.5
Iceland	4	0	Liechtenstein	736121	1
Mexico	3	1	Uruguay	736121	3
Italy	2	0	Finland	736121	1
Myanmar	3	0	Hong Kong	736121	1
Poland	0	0	Lithania	736121	1
Argentina	2	1	Chile	736122	3
Australia	1	2	Greece	736122	1
Panama	2	1	Bolivia	736122	3
Bangladesh	0	1	Tajikistan	736122	2.5
Yemen	2	0	Maldives	736122	2.5
Cambodia	2	0	Taiwan	736122	2.5
Japan	1	2	Bosnia and Herzegovina	736122	1
Canada	2	1	Uzbekistan	736122	1
China	0	1	Kazakhstan	736122	1
St. Vincent and the Grenadines	0	1	St. Kitts and Nevis	736122	1
Dominican Republic	2	1	French Guiana	736122	1
Spain	0	1	Georgia	736122	1
Denmark	4	0	Bulgaria	736122	1
Iran	6	0	Kyrgyzstan	736122	1
India	6	1	Laos	736122	2.5
USA	4	0	Costa Rica	736123	3
Dominica	0	4	Martinique	736123	1
Antigua and Barbuda	5	1	Grenada	736123	1
Colombia	2	1	Paraguay	736123	3
Curacao	7	0	US Virgin Islands	736123	1
Namibia	0	0	Malawi	736123	1
Portugal	7	0	Estonia	736123	1
Brazil	7	1	Haiti	736124	3
Ecuador	2	2	Peru	736124	3
Uruguay	0	1	Venezuela	736125	3
France	2	1	Romania	736125	3
Mexico	2	0	Jamaica	736125	3
England	1	1	Russia	736126	3
Zimbabwe	2	2	Swaziland	736126	1
Albania	0	1	Suisse	736126	3
Seychelles	0	1	Madagascar	736126	1
Chile	2	1	Bolivia	736126	3
Argentina	5	0	Panama	736126	3
Wales	2	1	Slovakia	736126	3
Colombia	2	3	Costa Rica	736127	3
Benin	2	1	Equatorial Guinea	736127	2.5
USA	1	0	Paraguay	736127	3
Germany	2	0	Ukraine	736127	3
Poland	1	0	Northern Ireland	736127	3
Malawi	3	0	Angola	736127	1
Lesotho	3	0	Mauritius	736127	1
Turkey	0	1	Croatia	736127	3
Madagascar	0	0	Zimbabwe	736128	1
Swaziland	4	0	Seychelles	736128	1
Ecuador	4	0	Haiti	736128	3
Spain	1	0	Czech Republic	736128	3
Belgium	0	2	Italy	736128	3
Brazil	0	1	Peru	736128	3
Ireland	1	1	Sweden	736128	3
Portugal	1	1	Iceland	736129	3
Austria	0	2	Hungary	736129	3
Mexico	1	1	Venezuela	736129	3
Angola	0	2	Lesotho	736129	1
Uruguay	3	0	Jamaica	736129	3
Mauritius	0	1	Malawi	736129	1
Argentina	3	0	Bolivia	736130	3
France	2	0	Albania	736130	3
Chile	4	2	Panama	736130	3
Swaziland	1	0	Madagascar	736130	1
Romania	1	1	Suisse	736130	3
Zimbabwe	5	0	Seychelles	736130	1
Russia	1	2	Slovakia	736130	3
Malawi	0	1	Lesotho	736131	1
Germany	0	0	Poland	736131	3
Angola	0	2	Mauritius	736131	1
England	2	1	Wales	736131	3
Ukraine	0	2	Northern Ireland	736131	3
Papua New Guinea	2	0	Malaysia	736132	1
USA	2	1	Ecuador	736132	3
Spain	3	0	Turkey	736132	3
Czech Republic	2	2	Croatia	736132	3
Italy	1	0	Sweden	736132	3
South Africa	1	1	Lesotho	736133	1
Botswana	1	1	Namibia	736133	1
Portugal	0	0	Austria	736133	3
Iceland	1	1	Hungary	736133	3
Belgium	3	0	Ireland	736133	3
Peru	1	1	Colombia	736133	3
Zambia	1	1	Swaziland	736134	1
Romania	0	1	Albania	736134	3
DR Congo	1	0	Mozambique	736134	1
Mexico	0	7	Chile	736134	3
Argentina	4	1	Venezuela	736134	3
Suisse	0	0	France	736134	3
Russia	0	3	Wales	736135	3
Slovakia	0	0	England	736135	3
Croatia	2	1	Spain	736136	3
Northern Ireland	0	1	Germany	736136	3
Czech Republic	0	2	Turkey	736136	3
Namibia	3	0	Mozambique	736136	1
Lesotho	2	3	Zambia	736136	1
Ukraine	0	1	Poland	736136	3
Botswana	1	1	DR Congo	736137	1
New Caledonia	1	2	Malaysia	736137	1
South Africa	5	1	Swaziland	736137	1
Sweden	0	1	Belgium	736137	3
Italy	0	1	Ireland	736137	3
Iceland	2	1	Austria	736137	3
USA	0	4	Argentina	736137	3
Hungary	3	3	Portugal	736137	3
Colombia	0	2	Chile	736138	3
Zambia	0	1	Namibia	736139	1
Croatia	0	0	Portugal	736140	3
Wales	1	0	Northern Ireland	736140	3
Suisse	1	1	Poland	736140	3
South Africa	3	2	Botswana	736140	1
Swaziland	1	0	DR Congo	736140	1
Fiji	1	1	Malaysia	736141	1
France	2	1	Ireland	736141	3
USA	0	1	Colombia	736141	3
Germany	3	0	Slovakia	736141	3
Hungary	0	4	Belgium	736141	3
Italy	2	0	Spain	736142	3
England	1	2	Iceland	736142	3
Argentina	1	1	Chile	736142	3
Macau	2	2	Mongolia	736145	1
Taiwan	8	1	Northern Mariana Islands	736145	1
Poland	1	1	Portugal	736145	3
Wales	3	1	Belgium	736146	3
Germany	1	1	Italy	736147	3
Northern Mariana Islands	1	3	Macau	736147	1
Mongolia	0	2	Taiwan	736147	1
France	5	2	Iceland	736148	3
Northern Mariana Islands	0	8	Mongolia	736149	1
Taiwan	3	2	Macau	736149	1
Portugal	2	0	Wales	736151	3
Germany	0	2	France	736152	3
Portugal	0	0	France	736155	3
Uzbekistan	2	1	Iraq	736169	1
Cambodia	2	1	Singapore	736173	1
Oman	1	0	Turkmenistan	736184	1
Qatar	2	1	Iraq	736184	1
Bhutan	0	3	India	736189	1
North Korea	1	0	Iraq	736192	1
Jordan	2	3	Qatar	736194	1
Iraq	1	1	North Korea	736197	1
Honduras	1	0	Nicaragua	736200	1
Qatar	3	0	Thailand	736200	1
Saudi Arabia	4	0	Laos	736200	1
North Korea	2	0	United Arab Emirates	736200	1
Uzbekistan	1	0	Burkina Faso	736200	1
Panama	0	0	Guatemala	736202	1
Tajikistan	0	0	Syria	736203	1
Dominican Republic	5	0	Puerto Rico	736204	1
Egypt	1	1	Guinea	736206	1
Kyrgyzstan	2	0	Kazakhstan	736206	1
Uganda	0	0	Kenya	736206	1
Germany	2	0	Finland	736207	1
Albania	0	0	Morocco	736207	1
Puerto Rico	0	1	Dominican Republic	736207	1
Lebanon	1	1	Jordan	736207	1
Ireland	4	0	Oman	736207	1
Turkey	0	0	Russia	736207	1
Estonia	1	1	Malta	736207	1
Denmark	5	0	Liechtenstein	736207	1
Czech Republic	3	0	Armenia	736207	1
Norway	0	1	Belarus	736207	1
Japan	1	2	United Arab Emirates	736208	2.5
Bolivia	2	0	Peru	736208	2.5
Colombia	2	0	Venezuela	736208	2.5
Iran	2	0	Qatar	736208	2.5
South Korea	3	2	China	736208	2.5
Ecuador	0	3	Brazil	736208	2.5
Uzbekistan	1	0	Syria	736208	2.5
Australia	2	0	Iraq	736208	2.5
Maldives	5	0	Bangladesh	736208	1
Hong Kong	4	2	Cambodia	736208	1
Nicaragua	0	0	St. Kitts and Nevis	736208	1
Italy	1	3	France	736208	1
Portugal	5	0	Gibraltar	736208	1
Belgium	0	2	Spain	736208	1
Netherlands	1	2	Greece	736208	1
Bahrain	3	1	Singapore	736208	1
Saudi Arabia	1	0	Thailand	736208	2.5
Mali	5	2	Benin	736209	2.5
Morocco	2	0	São Tome e Ptincipe	736209	2.5
Paraguay	2	1	Chile	736209	2.5
Argentina	1	0	Uruguay	736209	2.5
Guinea	1	0	Zimbabwe	736209	2.5
Sudan	1	2	Gabon	736209	2.5
South Africa	1	1	Mauritania	736209	2.5
DR Congo	4	1	Central African Republic	736209	2.5
Togo	5	0	Djibouti	736209	2.5
Haiti	0	1	Costa Rica	736209	2.5
El Salvador	1	3	Mexico	736209	2.5
Panama	2	0	Jamaica	736209	2.5
St. Vincent and the Grenadines	0	6	USA	736209	2.5
Algeria	6	0	Lesotho	736209	2.5
Niger	0	0	Burundi	736209	2.5
Honduras	2	1	Canada	736209	2.5
Trinidad and Tobago	2	2	Guatemala	736209	2.5
Latvia	3	1	Luxembourg	736209	1
Mozambique	1	0	Mauritius	736210	2.5
Ethiopia	2	1	Seychelles	736210	2.5
Nigeria	1	0	Tanzania	736210	2.5
Ghana	1	1	Rwanda	736210	2.5
Cape Verde	0	1	Libya	736210	2.5
Cote dIvoire	1	1	Sierra Leone	736210	2.5
Angola	1	1	Madagascar	736210	2.5
Senegal	2	0	Namibia	736210	2.5
India	4	1	Puerto Rico	736210	1
Cameroon	2	0	Gambia	736210	2.5
Bahrain	0	0	Jordan	736211	1
Tunisia	4	1	Liberia	736211	2.5
Burkina Faso	2	1	Botswana	736211	2.5
Malawi	1	0	Swaziland	736211	2.5
Equatorial Guinea	4	0	South Sudan	736211	2.5
Uganda	1	0	Comoros	736211	2.5
Congo	1	0	Guinea-Bissau	736211	2.5
Zambia	1	1	Kenya	736211	2.5
Norway	0	3	Germany	736211	2.5
Czech Republic	0	0	Northern Ireland	736211	2.5
Slovakia	0	1	England	736211	2.5
Lithania	2	2	Slovenia	736211	2.5
Kazakhstan	2	2	Poland	736211	2.5
Denmark	1	0	Armenia	736211	2.5
San Marino	0	1	Azerbaijan	736211	2.5
Romania	1	1	Montenegro	736211	2.5
Malta	1	5	Scotland	736211	2.5
Lebanon	2	0	Afghanistan	736212	1
Serbia	2	2	Ireland	736212	2.5
Finland	1	1	Kosovo	736212	2.5
Georgia	1	2	Austria	736212	2.5
Spain	8	0	Liechtenstein	736212	2.5
Wales	4	0	Moldova	736212	2.5
Croatia	1	1	Turkey	736212	2.5
Israel	1	3	Italy	736212	2.5
Ukraine	1	1	Iceland	736212	2.5
Gibraltar	1	4	Greece	736213	2.5
Mexico	0	0	Honduras	736213	2.5
China	0	0	Iran	736213	2.5
Chile	0	0	Bolivia	736213	2.5
Syria	0	0	South Korea	736213	2.5
Qatar	0	1	Uzbekistan	736213	2.5
Peru	2	1	Ecuador	736213	2.5
Venezuela	2	2	Argentina	736213	2.5
Costa Rica	3	1	Panama	736213	2.5
Jamaica	0	2	Haiti	736213	2.5
Maldives	4	0	Laos	736213	2.5
Bangladesh	0	0	Bhutan	736213	2.5
Iraq	1	2	Saudi Arabia	736213	2.5
Thailand	0	2	Japan	736213	2.5
USA	4	0	Trinidad and Tobago	736213	2.5
Canada	3	1	El Salvador	736213	2.5
United Arab Emirates	0	1	Australia	736213	2.5
Albania	2	1	FYR of Macedonia	736213	2.5
Uruguay	4	0	Paraguay	736213	2.5
Brazil	2	1	Colombia	736213	2.5
Kyrgyzstan	1	2	Philippines	736213	1
South Africa	1	0	Egypt	736213	1
Cameroon	2	1	Gabon	736213	1
Belarus	0	0	France	736213	2.5
